ID,username,mail,street,language,PLZ
3213,Adlikon_b. Regensdorf_admin,mail_adlikon_b. regensdorf@zürich.ch,Rue du Château 19,DE,8106
3214,Buchs_ZH_admin,mail_buchs_zh@zürich.ch,Rue de la Croix-Rouge 68,IT,8107
3215,Dällikon_admin,mail_dällikon@zürich.ch,Rue de l'hôpital 72,FR,8108
3216,Kloster_Fahr_admin,mail_kloster_fahr@aargau.ch,Zürcherstrasse 82,FR,8109
3217,Otelfingen_admin,mail_otelfingen@zürich.ch,Rue de l'hôpital 38,DE,8112
3218,Boppelsen_admin,mail_boppelsen@zürich.ch,Dufourstrasse 29,DE,8113
3219,Dänikon_ZH_admin,mail_dänikon_zh@zürich.ch,Rue de l'hôpital 84,FR,8114
3220,Hüttikon_admin,mail_hüttikon@zürich.ch,Bahnhofstrasse 44,DE,8115
3221,Fällanden_admin,mail_fällanden@zürich.ch,Rue de la Croix-Rouge 33,IT,8117
3222,Pfaffhausen_admin,mail_pfaffhausen@zürich.ch,Via Trevano 24,FR,8118
3223,Benglen_admin,mail_benglen@zürich.ch,Bahnhofstrasse 9,DE,8121
3224,Binz_admin,mail_binz@zürich.ch,Bahnhofstrasse 68,FR,8122
3225,Ebmatingen_admin,mail_ebmatingen@zürich.ch,Rue de la Croix-Rouge 13,IT,8123
3226,Maur_admin,mail_maur@zürich.ch,Usterstrasse 35,FR,8124
3227,Zollikerberg_admin,mail_zollikerberg@zürich.ch,Marktgasse 73,IT,8125
3228,Zumikon_admin,mail_zumikon@zürich.ch,Industriestrasse 95,FR,8126
3229,Forch_admin,mail_forch@zürich.ch,Poststrasse 99,DE,8127
3230,Hinteregg_admin,mail_hinteregg@zürich.ch,Marktgasse 59,IT,8132
3231,Egg_b. Zürich_admin,mail_egg_b. zürich@zürich.ch,Rue de l'hôpital 24,FR,8132
3232,Esslingen_admin,mail_esslingen@zürich.ch,Via Trevano 6,IT,8133
3233,Adliswil_admin,mail_adliswil@zürich.ch,Industriestrasse 89,DE,8134
3234,Sihlbrugg_Station_admin,mail_sihlbrugg_station@zürich.ch,Zürcherstrasse 99,DE,8135
3235,Sihlwald_admin,mail_sihlwald@zürich.ch,Tellstrasse 31,DE,8135
3236,Langnau_am Albis_admin,mail_langnau_am albis@zürich.ch,Rue du Château 10,IT,8135
3237,Gattikon_admin,mail_gattikon@zürich.ch,Werdstrasse 61,DE,8136
3238,Uitikon_Waldegg_admin,mail_uitikon_waldegg@zürich.ch,Poststrasse 59,IT,8142
3239,Uetliberg_admin,mail_uetliberg@zürich.ch,Piazza Riforma 99,FR,8143
3240,Stallikon_admin,mail_stallikon@zürich.ch,Place de l'hôtel 8,IT,8143
3241,Glattpark_(Opfikon)_admin,mail_glattpark_(opfikon)@zürich.ch,Werdstrasse 52,IT,8152
3242,Glattbrugg_admin,mail_glattbrugg@zürich.ch,Rue de l'hôpital 5,DE,8152
3243,Opfikon_admin,mail_opfikon@zürich.ch,Rue de l'hôpital 30,FR,8152
3244,Rümlang_admin,mail_rümlang@zürich.ch,Rue du Château 62,IT,8153
3245,Oberglatt_ZH_admin,mail_oberglatt_zh@zürich.ch,Via Trevano 17,FR,8154
3246,Niederhasli_admin,mail_niederhasli@zürich.ch,Via Trevano 39,DE,8155
3247,Oberhasli_admin,mail_oberhasli@zürich.ch,Marktgasse 94,FR,8156
3248,Dielsdorf_admin,mail_dielsdorf@zürich.ch,Industriestrasse 1,DE,8157
3249,Regensberg_admin,mail_regensberg@zürich.ch,Usterstrasse 36,IT,8158
3250,Steinmaur_admin,mail_steinmaur@zürich.ch,Rue de l'hôpital 1,IT,8162
3251,Bachs_admin,mail_bachs@zürich.ch,Place de l'hôtel 9,DE,8164
3252,Oberweningen_admin,mail_oberweningen@zürich.ch,Rue de l'hôpital 65,FR,8165
3253,Schleinikon_admin,mail_schleinikon@zürich.ch,Rue de l'hôpital 48,FR,8165
3254,Schöfflisdorf_admin,mail_schöfflisdorf@zürich.ch,Zürcherstrasse 28,FR,8165
3255,Niederweningen_admin,mail_niederweningen@zürich.ch,Morgartenstrasse 53,DE,8166
3256,Niederglatt_ZH_admin,mail_niederglatt_zh@zürich.ch,Bahnhofstrasse 84,IT,8172
3257,Neerach_admin,mail_neerach@zürich.ch,Hirschengraben 97,IT,8173
3258,Stadel_b. Niederglatt_admin,mail_stadel_b. niederglatt@zürich.ch,Place de l'hôtel 74,DE,8174
3259,Windlach_admin,mail_windlach@zürich.ch,Via Trevano 35,FR,8175
3260,Bülach_admin,mail_bülach@zürich.ch,Dufourstrasse 7,IT,8180
3261,Höri_admin,mail_höri@zürich.ch,Via Trevano 38,DE,8181
3262,Hochfelden_admin,mail_hochfelden@zürich.ch,Bärenplatz 31,DE,8182
3263,Bachenbülach_admin,mail_bachenbülach@zürich.ch,Bahnhofstrasse 47,FR,8184
3264,Winkel_admin,mail_winkel@zürich.ch,Zürcherstrasse 47,FR,8185
3265,Weiach_admin,mail_weiach@zürich.ch,Piazza Riforma 54,DE,8187
3266,Zweidlen_admin,mail_zweidlen@zürich.ch,Place de l'hôtel 87,DE,8192
3267,Glattfelden_admin,mail_glattfelden@zürich.ch,Winkelriedstrasse 6,DE,8192
3268,Eglisau_admin,mail_eglisau@zürich.ch,Zürcherstrasse 47,DE,8193
3269,Hüntwangen_admin,mail_hüntwangen@zürich.ch,Bahnhofstrasse 40,FR,8194
3270,Wasterkingen_admin,mail_wasterkingen@zürich.ch,Rue de la Croix-Rouge 91,FR,8195
3271,Wil_ZH_admin,mail_wil_zh@zürich.ch,Piazza Riforma 43,DE,8196
3272,Rafz_admin,mail_rafz@zürich.ch,Morgartenstrasse 87,IT,8197
3273,Schaffhausen_admin,mail_schaffhausen@schaffhausen.ch,Rue de la Croix-Rouge 53,DE,8200
3274,Neuhausen_am Rheinfall_admin,mail_neuhausen_am rheinfall@schaffhausen.ch,Via Trevano 77,DE,8212
3275,Nohl_admin,mail_nohl@zürich.ch,Marktplatz 79,IT,8212
3276,Neunkirch_admin,mail_neunkirch@schaffhausen.ch,Poststrasse 89,DE,8213
3277,Gächlingen_admin,mail_gächlingen@schaffhausen.ch,Morgartenstrasse 26,FR,8214
3278,Hallau_admin,mail_hallau@schaffhausen.ch,Marktplatz 86,FR,8215
3279,Oberhallau_admin,mail_oberhallau@schaffhausen.ch,Poststrasse 37,FR,8216
3280,Wilchingen_admin,mail_wilchingen@schaffhausen.ch,Rue de la Croix-Rouge 97,FR,8217
3281,Osterfingen_admin,mail_osterfingen@schaffhausen.ch,Rue de l'hôpital 95,DE,8218
3282,Trasadingen_admin,mail_trasadingen@schaffhausen.ch,Bärenplatz 75,DE,8219
3283,Beringen_admin,mail_beringen@schaffhausen.ch,Marktgasse 56,FR,8222
3284,Guntmadingen_admin,mail_guntmadingen@schaffhausen.ch,Dufourstrasse 14,DE,8223
3285,Löhningen_admin,mail_löhningen@schaffhausen.ch,Marktplatz 63,DE,8224
3286,Siblingen_admin,mail_siblingen@schaffhausen.ch,Morgartenstrasse 17,DE,8225
3287,Schleitheim_admin,mail_schleitheim@schaffhausen.ch,Morgartenstrasse 48,DE,8226
3288,Beggingen_admin,mail_beggingen@schaffhausen.ch,Zürcherstrasse 57,IT,8228
3289,Hemmental_admin,mail_hemmental@schaffhausen.ch,Tellstrasse 84,DE,8231
3290,Merishausen_admin,mail_merishausen@schaffhausen.ch,Hirschengraben 88,IT,8232
3291,Bargen_SH_admin,mail_bargen_sh@schaffhausen.ch,Werdstrasse 22,DE,8233
3292,Stetten_SH_admin,mail_stetten_sh@schaffhausen.ch,Bahnhofstrasse 81,IT,8234
3293,Lohn_SH_admin,mail_lohn_sh@schaffhausen.ch,Hirschengraben 45,IT,8235
3294,Opfertshofen_SH_admin,mail_opfertshofen_sh@schaffhausen.ch,Via Trevano 25,IT,8236
3295,Büttenhardt_admin,mail_büttenhardt@schaffhausen.ch,Place de l'hôtel 100,DE,8236
3296,Büsingen_admin,mail_büsingen@büsingen.ch,Usterstrasse 96,DE,8238
3297,Dörflingen_admin,mail_dörflingen@schaffhausen.ch,Werdstrasse 57,FR,8239
3298,Thayngen_admin,mail_thayngen@schaffhausen.ch,Bahnhofstrasse 99,FR,8240
3299,Barzheim_admin,mail_barzheim@schaffhausen.ch,Rue de la Croix-Rouge 47,FR,8241
3300,Hofen_SH_admin,mail_hofen_sh@schaffhausen.ch,Piazza Riforma 46,IT,8242
3301,Bibern_SH_admin,mail_bibern_sh@schaffhausen.ch,Bärenplatz 61,DE,8242
3302,Altdorf_SH_admin,mail_altdorf_sh@schaffhausen.ch,Rue du Château 25,DE,8243
3303,Feuerthalen_admin,mail_feuerthalen@zürich.ch,Bärenplatz 4,DE,8245
3304,Langwiesen_admin,mail_langwiesen@zürich.ch,Rue de l'hôpital 97,DE,8246
3305,Flurlingen_admin,mail_flurlingen@zürich.ch,Via Trevano 44,IT,8247
3306,Uhwiesen_admin,mail_uhwiesen@zürich.ch,Bahnhofstrasse 21,DE,8248
3307,Schlatt_TG_admin,mail_schlatt_tg@thurgau.ch,Dufourstrasse 34,IT,8252
3308,Willisdorf_admin,mail_willisdorf@thurgau.ch,Morgartenstrasse 57,IT,8253
3309,Diessenhofen_admin,mail_diessenhofen@thurgau.ch,Usterstrasse 46,FR,8253
3310,Basadingen_admin,mail_basadingen@thurgau.ch,Via Trevano 58,DE,8254
3311,Schlattingen_admin,mail_schlattingen@thurgau.ch,Poststrasse 39,DE,8255
3312,Kaltenbach_admin,mail_kaltenbach@thurgau.ch,Usterstrasse 2,IT,8259
3313,Etzwilen_admin,mail_etzwilen@thurgau.ch,Usterstrasse 12,IT,8259
3314,Wagenhausen_admin,mail_wagenhausen@thurgau.ch,Usterstrasse 11,FR,8259
3315,Rheinklingen_admin,mail_rheinklingen@thurgau.ch,Usterstrasse 20,DE,8259
3316,Stein_am Rhein_admin,mail_stein_am rhein@schaffhausen.ch,Place de l'hôtel 61,DE,8260
3317,Hemishofen_admin,mail_hemishofen@schaffhausen.ch,Marktgasse 77,DE,8261
3318,Ramsen_admin,mail_ramsen@schaffhausen.ch,Zürcherstrasse 99,IT,8262
3319,Buch_SH_admin,mail_buch_sh@schaffhausen.ch,Marktplatz 53,IT,8263
3320,Eschenz_admin,mail_eschenz@thurgau.ch,Rue du Château 59,DE,8264
3321,Mammern_admin,mail_mammern@thurgau.ch,Marktplatz 91,FR,8265
3322,Steckborn_admin,mail_steckborn@thurgau.ch,Bahnhofstrasse 35,IT,8266
3323,Berlingen_admin,mail_berlingen@thurgau.ch,Poststrasse 76,FR,8267
3324,Salenstein_admin,mail_salenstein@thurgau.ch,Via Trevano 35,IT,8268
3325,Mannenbach-Salenstein_admin,mail_mannenbach-salenstein@thurgau.ch,Bärenplatz 43,IT,8268
3326,Fruthwilen_admin,mail_fruthwilen@thurgau.ch,Bärenplatz 34,DE,8269
3327,Ermatingen_admin,mail_ermatingen@thurgau.ch,Bahnhofstrasse 42,FR,8272
3328,Triboltingen_admin,mail_triboltingen@thurgau.ch,Werdstrasse 67,DE,8273
3329,Gottlieben_admin,mail_gottlieben@thurgau.ch,Place de l'hôtel 86,FR,8274
3330,Tägerwilen_admin,mail_tägerwilen@thurgau.ch,Hirschengraben 95,IT,8274
3331,Kreuzlingen_admin,mail_kreuzlingen@thurgau.ch,Tellstrasse 91,DE,8280
3332,Kloten_admin,mail_kloten@zürich.ch,Rue de la Croix-Rouge 56,FR,8302
3333,Bassersdorf_admin,mail_bassersdorf@zürich.ch,Usterstrasse 3,FR,8303
3334,Wallisellen_admin,mail_wallisellen@zürich.ch,Rue du Château 4,FR,8304
3335,Dietlikon_admin,mail_dietlikon@zürich.ch,Zürcherstrasse 62,FR,8305
3336,Brüttisellen_admin,mail_brüttisellen@zürich.ch,Morgartenstrasse 40,DE,8306
3337,Ottikon_b. Kemptthal_admin,mail_ottikon_b. kemptthal@zürich.ch,Marktgasse 19,FR,8307
3338,Effretikon_admin,mail_effretikon@zürich.ch,Rue de la Croix-Rouge 79,IT,8307
3339,Agasul_admin,mail_agasul@zürich.ch,Winkelriedstrasse 28,FR,8308
3340,Illnau_admin,mail_illnau@zürich.ch,Bahnhofstrasse 68,DE,8308
3341,Nürensdorf_admin,mail_nürensdorf@zürich.ch,Place de l'hôtel 64,DE,8309
3342,Kemptthal_admin,mail_kemptthal@zürich.ch,Bärenplatz 19,DE,8310
3343,Grafstal_admin,mail_grafstal@zürich.ch,Industriestrasse 36,FR,8310
3344,Brütten_admin,mail_brütten@zürich.ch,Usterstrasse 77,IT,8311
3345,Winterberg_ZH_admin,mail_winterberg_zh@zürich.ch,Morgartenstrasse 67,FR,8312
3346,Kyburg_admin,mail_kyburg@zürich.ch,Tellstrasse 25,FR,8314
3347,Lindau_admin,mail_lindau@zürich.ch,Dufourstrasse 49,FR,8315
3348,Tagelswangen_admin,mail_tagelswangen@zürich.ch,Marktplatz 45,DE,8317
3349,Fehraltorf_admin,mail_fehraltorf@zürich.ch,Usterstrasse 31,DE,8320
3350,Madetswil_admin,mail_madetswil@zürich.ch,Via Trevano 21,FR,8322
3351,Hermatswil_admin,mail_hermatswil@zürich.ch,Marktgasse 95,DE,8330
3352,Pfäffikon_ZH_admin,mail_pfäffikon_zh@zürich.ch,Hirschengraben 71,FR,8330
3353,Auslikon_admin,mail_auslikon@zürich.ch,Bahnhofstrasse 73,IT,8331
3354,Russikon_admin,mail_russikon@zürich.ch,Dufourstrasse 13,DE,8332
3355,Hittnau_admin,mail_hittnau@zürich.ch,Via Trevano 8,FR,8335
3356,Hinwil_admin,mail_hinwil@zürich.ch,Tellstrasse 62,FR,8340
3357,Wernetshausen_admin,mail_wernetshausen@zürich.ch,Dufourstrasse 70,IT,8342
3358,Bäretswil_admin,mail_bäretswil@zürich.ch,Rue de la Croix-Rouge 78,IT,8344
3359,Adetswil_admin,mail_adetswil@zürich.ch,Winkelriedstrasse 89,IT,8345
3360,Ricketwil_(Winterthur)_admin,mail_ricketwil_(winterthur)@zürich.ch,Dufourstrasse 32,IT,8352
3361,Elsau_admin,mail_elsau@zürich.ch,Hirschengraben 55,FR,8352
3362,Elgg_admin,mail_elgg@zürich.ch,Place de l'hôtel 85,FR,8353
3363,Hofstetten_ZH_admin,mail_hofstetten_zh@zürich.ch,Place de l'hôtel 78,FR,8354
3364,Aadorf_admin,mail_aadorf@thurgau.ch,Tellstrasse 13,FR,8355
3365,Ettenhausen_TG_admin,mail_ettenhausen_tg@thurgau.ch,Poststrasse 59,IT,8356
3366,Guntershausen_b. Aadorf_admin,mail_guntershausen_b. aadorf@thurgau.ch,Place de l'hôtel 28,FR,8357
3367,Wallenwil_admin,mail_wallenwil@thurgau.ch,Place de l'hôtel 83,DE,8360
3368,Eschlikon_TG_admin,mail_eschlikon_tg@thurgau.ch,Piazza Riforma 54,DE,8360
3369,Balterswil_admin,mail_balterswil@thurgau.ch,Morgartenstrasse 24,DE,8362
3370,Bichelsee_admin,mail_bichelsee@thurgau.ch,Rue du Château 81,DE,8363
3371,Busswil_TG_admin,mail_busswil_tg@thurgau.ch,Poststrasse 39,DE,8370
3372,Sirnach_admin,mail_sirnach@thurgau.ch,Bärenplatz 42,DE,8370
3373,Wiezikon_b. Sirnach_admin,mail_wiezikon_b. sirnach@thurgau.ch,Rue de la Croix-Rouge 91,IT,8372
3374,Oberwangen_TG_admin,mail_oberwangen_tg@thurgau.ch,Tellstrasse 85,IT,8374
3375,Dussnang_admin,mail_dussnang@thurgau.ch,Dufourstrasse 34,DE,8374
3376,Fischingen_admin,mail_fischingen@thurgau.ch,Werdstrasse 90,DE,8376
3377,Au_TG_admin,mail_au_tg@thurgau.ch,Zürcherstrasse 82,IT,8376
3378,Winterthur_admin,mail_winterthur@zürich.ch,Usterstrasse 35,IT,8400
3379,Reutlingen_(Winterthur)_admin,mail_reutlingen_(winterthur)@zürich.ch,Piazza Riforma 100,FR,8404
3380,Stadel_(Winterthur)_admin,mail_stadel_(winterthur)@zürich.ch,Marktgasse 49,IT,8404
3381,Aesch_(Neftenbach)_admin,mail_aesch_(neftenbach)@zürich.ch,Rue de l'hôpital 6,DE,8412
3382,Riet_(Neftenbach)_admin,mail_riet_(neftenbach)@zürich.ch,Werdstrasse 45,IT,8412
3383,Hünikon_(Neftenbach)_admin,mail_hünikon_(neftenbach)@zürich.ch,Usterstrasse 24,DE,8412
3384,Neftenbach_admin,mail_neftenbach@zürich.ch,Industriestrasse 16,FR,8413
3385,Buch_am Irchel_admin,mail_buch_am irchel@zürich.ch,Dufourstrasse 54,IT,8414
3386,Berg_am Irchel_admin,mail_berg_am irchel@zürich.ch,Rue de la Croix-Rouge 71,FR,8415
3387,Gräslikon_admin,mail_gräslikon@zürich.ch,Usterstrasse 57,IT,8415
3388,Flaach_admin,mail_flaach@zürich.ch,Zürcherstrasse 1,FR,8416
3389,Schlatt_b. Winterthur_admin,mail_schlatt_b. winterthur@zürich.ch,Industriestrasse 13,IT,8418
3390,Dättlikon_admin,mail_dättlikon@zürich.ch,Werdstrasse 85,IT,8421
3391,Pfungen_admin,mail_pfungen@zürich.ch,Piazza Riforma 37,FR,8422
3392,Embrach_admin,mail_embrach@zürich.ch,Winkelriedstrasse 91,FR,8424
3393,Oberembrach_admin,mail_oberembrach@zürich.ch,Marktplatz 44,FR,8425
3394,Lufingen_admin,mail_lufingen@zürich.ch,Werdstrasse 13,FR,8426
3395,Freienstein_admin,mail_freienstein@zürich.ch,Rue de la Croix-Rouge 93,DE,8427
3396,Rorbas_admin,mail_rorbas@zürich.ch,Morgartenstrasse 73,DE,8427
3397,Teufen_ZH_admin,mail_teufen_zh@zürich.ch,Dufourstrasse 60,DE,8428
3398,Hettlingen_admin,mail_hettlingen@zürich.ch,Place de l'hôtel 76,DE,8442
3399,Henggart_admin,mail_henggart@zürich.ch,Tellstrasse 22,IT,8444
3400,Dachsen_admin,mail_dachsen@zürich.ch,Via Trevano 81,IT,8447
3401,Andelfingen_admin,mail_andelfingen@zürich.ch,Bärenplatz 38,FR,8450
3402,Kleinandelfingen_admin,mail_kleinandelfingen@zürich.ch,Place de l'hôtel 18,IT,8451
3403,Adlikon_b. Andelfingen_admin,mail_adlikon_b. andelfingen@zürich.ch,Bärenplatz 40,FR,8452
3404,Alten_admin,mail_alten@zürich.ch,Poststrasse 15,IT,8453
3405,Buchberg_admin,mail_buchberg@schaffhausen.ch,Piazza Riforma 8,DE,8454
3406,Rüdlingen_admin,mail_rüdlingen@schaffhausen.ch,Marktplatz 22,IT,8455
3407,Humlikon_admin,mail_humlikon@zürich.ch,Poststrasse 58,IT,8457
3408,Dorf_admin,mail_dorf@zürich.ch,Industriestrasse 43,FR,8458
3409,Volken_admin,mail_volken@zürich.ch,Werdstrasse 10,IT,8459
3410,Marthalen_admin,mail_marthalen@zürich.ch,Usterstrasse 22,DE,8460
3411,Oerlingen_admin,mail_oerlingen@zürich.ch,Morgartenstrasse 85,FR,8461
3412,Rheinau_admin,mail_rheinau@zürich.ch,Zürcherstrasse 28,FR,8462
3413,Benken_ZH_admin,mail_benken_zh@zürich.ch,Marktplatz 96,IT,8463
3414,Ellikon_am Rhein_admin,mail_ellikon_am rhein@zürich.ch,Winkelriedstrasse 71,DE,8464
3415,Rudolfingen_admin,mail_rudolfingen@zürich.ch,Winkelriedstrasse 43,IT,8465
3416,Wildensbuch_admin,mail_wildensbuch@zürich.ch,Winkelriedstrasse 39,FR,8465
3417,Trüllikon_admin,mail_trüllikon@zürich.ch,Tellstrasse 5,DE,8466
3418,Truttikon_admin,mail_truttikon@zürich.ch,Piazza Riforma 51,DE,8467
3419,Waltalingen_admin,mail_waltalingen@zürich.ch,Werdstrasse 10,DE,8468
3420,Guntalingen_admin,mail_guntalingen@zürich.ch,Poststrasse 88,FR,8468
3421,Rutschwil_(Dägerlen)_admin,mail_rutschwil_(dägerlen)@zürich.ch,Rue du Château 19,FR,8471
3422,Dägerlen_admin,mail_dägerlen@zürich.ch,Rue du Château 74,DE,8471
3423,Oberwil_(Dägerlen)_admin,mail_oberwil_(dägerlen)@zürich.ch,Werdstrasse 42,DE,8471
3424,Berg_(Dägerlen)_admin,mail_berg_(dägerlen)@zürich.ch,Marktplatz 18,DE,8471
3425,Bänk_(Dägerlen)_admin,mail_bänk_(dägerlen)@zürich.ch,Rue de l'hôpital 89,IT,8471
3426,Seuzach_admin,mail_seuzach@zürich.ch,Dufourstrasse 63,FR,8472
3427,Dinhard_admin,mail_dinhard@zürich.ch,Winkelriedstrasse 99,IT,8474
3428,Ossingen_admin,mail_ossingen@zürich.ch,Rue de l'hôpital 99,FR,8475
3429,Unterstammheim_admin,mail_unterstammheim@zürich.ch,Winkelriedstrasse 57,FR,8476
3430,Oberstammheim_admin,mail_oberstammheim@zürich.ch,Morgartenstrasse 97,IT,8477
3431,Thalheim_an der Thur_admin,mail_thalheim_an der thur@zürich.ch,Usterstrasse 33,IT,8478
3432,Altikon_admin,mail_altikon@zürich.ch,Marktgasse 18,IT,8479
3433,Sennhof_(Winterthur)_admin,mail_sennhof_(winterthur)@zürich.ch,Dufourstrasse 33,FR,8482
3434,Kollbrunn_admin,mail_kollbrunn@zürich.ch,Marktplatz 74,DE,8483
3435,Neschwil_admin,mail_neschwil@zürich.ch,Morgartenstrasse 11,IT,8484
3436,Theilingen_admin,mail_theilingen@zürich.ch,Piazza Riforma 60,DE,8484
3437,Weisslingen_admin,mail_weisslingen@zürich.ch,Zürcherstrasse 39,DE,8484
3438,Rikon_im Tösstal_admin,mail_rikon_im tösstal@zürich.ch,Hirschengraben 37,FR,8486
3439,Rämismühle_admin,mail_rämismühle@zürich.ch,Tellstrasse 95,DE,8487
3440,Zell_ZH_admin,mail_zell_zh@zürich.ch,Morgartenstrasse 15,FR,8487
3441,Turbenthal_admin,mail_turbenthal@zürich.ch,Morgartenstrasse 55,IT,8488
3442,Wildberg_admin,mail_wildberg@zürich.ch,Marktgasse 55,IT,8489
3443,Wila_admin,mail_wila@zürich.ch,Rue de l'hôpital 96,FR,8492
3444,Saland_admin,mail_saland@zürich.ch,Morgartenstrasse 36,DE,8493
3445,Bauma_admin,mail_bauma@zürich.ch,Winkelriedstrasse 14,DE,8494
3446,Schmidrüti_admin,mail_schmidrüti@zürich.ch,Morgartenstrasse 99,IT,8495
3447,Steg_im Tösstal_admin,mail_steg_im tösstal@zürich.ch,Rue de l'hôpital 12,DE,8496
3448,Fischenthal_admin,mail_fischenthal@zürich.ch,Industriestrasse 55,DE,8497
3449,Gibswil-Ried_admin,mail_gibswil-ried@zürich.ch,Rue de la Croix-Rouge 53,IT,8498
3450,Sternenberg_admin,mail_sternenberg@zürich.ch,Tellstrasse 6,FR,8499
3451,Frauenfeld_admin,mail_frauenfeld@thurgau.ch,Industriestrasse 83,DE,8500
3452,Gerlikon_admin,mail_gerlikon@thurgau.ch,Hirschengraben 53,IT,8500
3453,Dettighofen_admin,mail_dettighofen@thurgau.ch,Marktgasse 56,IT,8505
3454,Pfyn_admin,mail_pfyn@thurgau.ch,Bärenplatz 93,FR,8505
3455,Lanzenneunforn_admin,mail_lanzenneunforn@thurgau.ch,Rue du Château 20,DE,8506
3456,Hörhausen_admin,mail_hörhausen@thurgau.ch,Industriestrasse 39,FR,8507
3457,Homburg_admin,mail_homburg@thurgau.ch,Marktplatz 98,IT,8508
3458,Lustdorf_admin,mail_lustdorf@thurgau.ch,Rue du Château 61,IT,8512
3459,Wetzikon_TG_admin,mail_wetzikon_tg@thurgau.ch,Via Trevano 77,DE,8512
3460,Thundorf_admin,mail_thundorf@thurgau.ch,Bärenplatz 53,DE,8512
3461,Amlikon-Bissegg_admin,mail_amlikon-bissegg@thurgau.ch,Marktplatz 93,DE,8514
3462,Häuslenen_admin,mail_häuslenen@thurgau.ch,Piazza Riforma 43,DE,8522
3463,Aawangen_admin,mail_aawangen@thurgau.ch,Usterstrasse 17,IT,8522
3464,Hagenbuch_ZH_admin,mail_hagenbuch_zh@zürich.ch,Bahnhofstrasse 91,FR,8523
3465,Buch_b. Frauenfeld_admin,mail_buch_b. frauenfeld@thurgau.ch,Zürcherstrasse 16,DE,8524
3466,Uesslingen_admin,mail_uesslingen@thurgau.ch,Marktgasse 94,IT,8524
3467,Niederneunforn_admin,mail_niederneunforn@thurgau.ch,Zürcherstrasse 55,FR,8525
3468,Wilen_b. Neunforn_admin,mail_wilen_b. neunforn@thurgau.ch,Morgartenstrasse 48,DE,8525
3469,Oberneunforn_admin,mail_oberneunforn@thurgau.ch,Usterstrasse 86,DE,8526
3470,Weiningen_TG_admin,mail_weiningen_tg@thurgau.ch,Morgartenstrasse 16,IT,8532
3471,Warth_admin,mail_warth@thurgau.ch,Marktplatz 36,IT,8532
3472,Herdern_admin,mail_herdern@thurgau.ch,Rue de l'hôpital 37,DE,8535
3473,Hüttwilen_admin,mail_hüttwilen@thurgau.ch,Rue de l'hôpital 47,FR,8536
3474,Nussbaumen_TG_admin,mail_nussbaumen_tg@thurgau.ch,Zürcherstrasse 2,IT,8537
3475,Uerschhausen_admin,mail_uerschhausen@thurgau.ch,Morgartenstrasse 64,IT,8537
3476,Wiesendangen_admin,mail_wiesendangen@zürich.ch,Rue de la Croix-Rouge 5,IT,8542
3477,Bertschikon_admin,mail_bertschikon@zürich.ch,Morgartenstrasse 15,IT,8543
3478,Gundetswil_admin,mail_gundetswil@zürich.ch,Hirschengraben 11,DE,8543
3479,Kefikon_ZH_admin,mail_kefikon_zh@zürich.ch,Zürcherstrasse 44,FR,8543
3480,Attikon_admin,mail_attikon@zürich.ch,Piazza Riforma 1,DE,8544
3481,Rickenbach_ZH_admin,mail_rickenbach_zh@zürich.ch,Marktplatz 31,FR,8545
3482,Rickenbach_Sulz_admin,mail_rickenbach_sulz@zürich.ch,Piazza Riforma 12,IT,8545
3483,Kefikon_TG_admin,mail_kefikon_tg@thurgau.ch,Industriestrasse 77,FR,8546
3484,Islikon_admin,mail_islikon@thurgau.ch,Zürcherstrasse 85,IT,8546
3485,Menzengrüt_admin,mail_menzengrüt@zürich.ch,Piazza Riforma 97,FR,8546
3486,Gachnang_admin,mail_gachnang@thurgau.ch,Zürcherstrasse 36,DE,8547
3487,Ellikon_an der Thur_admin,mail_ellikon_an der thur@zürich.ch,Marktplatz 35,IT,8548
3488,Felben-Wellhausen_admin,mail_felben-wellhausen@thurgau.ch,Rue de l'hôpital 68,IT,8552
3489,Eschikofen_admin,mail_eschikofen@thurgau.ch,Zürcherstrasse 83,IT,8553
3490,Harenwilen_admin,mail_harenwilen@thurgau.ch,Piazza Riforma 66,DE,8553
3491,Mettendorf_TG_admin,mail_mettendorf_tg@thurgau.ch,Via Trevano 24,FR,8553
3492,Hüttlingen_admin,mail_hüttlingen@thurgau.ch,Industriestrasse 11,DE,8553
3493,Müllheim-Wigoltingen_admin,mail_müllheim-wigoltingen@thurgau.ch,Werdstrasse 28,IT,8554
3494,Bonau_admin,mail_bonau@thurgau.ch,Marktgasse 1,IT,8554
3495,Müllheim_Dorf_admin,mail_müllheim_dorf@thurgau.ch,Marktgasse 35,IT,8555
3496,Engwang_admin,mail_engwang@thurgau.ch,Usterstrasse 12,FR,8556
3497,Illhart_admin,mail_illhart@thurgau.ch,Dufourstrasse 59,DE,8556
3498,Lamperswil_TG_admin,mail_lamperswil_tg@thurgau.ch,Marktgasse 57,FR,8556
3499,Wigoltingen_admin,mail_wigoltingen@thurgau.ch,Place de l'hôtel 52,FR,8556
3500,Raperswilen_admin,mail_raperswilen@thurgau.ch,Place de l'hôtel 66,FR,8558
3501,Märstetten_admin,mail_märstetten@thurgau.ch,Piazza Riforma 45,DE,8560
3502,Ottoberg_admin,mail_ottoberg@thurgau.ch,Place de l'hôtel 96,FR,8561
3503,Lipperswil_admin,mail_lipperswil@thurgau.ch,Hirschengraben 60,DE,8564
