ID,username,mail,language,street,PLZ
3149,Silvaplana-Surlej_Graubünden_admin,mail_silvaplana-surlej@graubünden.ch,IT,Zürcherstrasse 88,7513
3150,Silvaplana_Graubünden_admin,mail_silvaplana@graubünden.ch,IT,Winkelriedstrasse 55,7513
3151,Fex_Graubünden_admin,mail_fex@graubünden.ch,DE,Zürcherstrasse 64,7514
3152,Sils/Segl_Maria_Graubünden_admin,mail_sils/segl_maria@graubünden.ch,DE,Bärenplatz 76,7514
3153,Sils/Segl_Baselgia_Graubünden_admin,mail_sils/segl_baselgia@graubünden.ch,FR,Place de l'hôtel 7,7515
3154,Maloja_Graubünden_admin,mail_maloja@graubünden.ch,DE,Hirschengraben 64,7516
3155,Plaun_da Lej_Graubünden_admin,mail_plaun_da lej@graubünden.ch,FR,Usterstrasse 54,7517
3156,La_Punt-Chamues-ch_Graubünden_admin,mail_la_punt-chamues-ch@graubünden.ch,IT,Werdstrasse 72,7522
3157,Madulain_Graubünden_admin,mail_madulain@graubünden.ch,IT,Dufourstrasse 19,7523
3158,Zuoz_Graubünden_admin,mail_zuoz@graubünden.ch,FR,Winkelriedstrasse 22,7524
3159,S-chanf_Graubünden_admin,mail_s-chanf@graubünden.ch,DE,Via Trevano 50,7525
3160,Cinuos-chel_Graubünden_admin,mail_cinuos-chel@graubünden.ch,FR,Bahnhofstrasse 89,7526
3161,Brail_Graubünden_admin,mail_brail@graubünden.ch,DE,Rue du Château 26,7527
3162,Zernez_Graubünden_admin,mail_zernez@graubünden.ch,IT,Place de l'hôtel 28,7530
3163,Tschierv_Graubünden_admin,mail_tschierv@graubünden.ch,FR,Marktgasse 25,7532
3164,Fuldera_Graubünden_admin,mail_fuldera@graubünden.ch,IT,Marktplatz 18,7533
3165,Lü_Graubünden_admin,mail_lü@graubünden.ch,IT,Morgartenstrasse 95,7534
3166,Valchava_Graubünden_admin,mail_valchava@graubünden.ch,IT,Hirschengraben 73,7535
3167,Sta._Maria Val Müstair_Graubünden_admin,mail_sta._maria val müstair@graubünden.ch,DE,Usterstrasse 57,7536
3168,Müstair_Graubünden_admin,mail_müstair@graubünden.ch,IT,Tellstrasse 67,7537
3169,Susch_Graubünden_admin,mail_susch@graubünden.ch,FR,Rue de l'hôpital 52,7542
3170,Lavin_Graubünden_admin,mail_lavin@graubünden.ch,DE,Bahnhofstrasse 85,7543
3171,Guarda_Graubünden_admin,mail_guarda@graubünden.ch,IT,Dufourstrasse 78,7545
3172,Ardez_Graubünden_admin,mail_ardez@graubünden.ch,DE,Piazza Riforma 36,7546
3173,Scuol_Graubünden_admin,mail_scuol@graubünden.ch,FR,Piazza Riforma 11,7550
3174,Ftan_Graubünden_admin,mail_ftan@graubünden.ch,FR,Rue de la Croix-Rouge 27,7551
3175,Vulpera_Graubünden_admin,mail_vulpera@graubünden.ch,FR,Winkelriedstrasse 82,7552
3176,Tarasp_Graubünden_admin,mail_tarasp@graubünden.ch,IT,Rue de l'hôpital 87,7553
3177,Crusch_Graubünden_admin,mail_crusch@graubünden.ch,IT,Poststrasse 29,7554
3178,Sent_Graubünden_admin,mail_sent@graubünden.ch,DE,Morgartenstrasse 32,7554
3179,Ramosch_Graubünden_admin,mail_ramosch@graubünden.ch,DE,Zürcherstrasse 1,7556
3180,Vnà_Graubünden_admin,mail_vnà@graubünden.ch,DE,Place de l'hôtel 94,7557
3181,Strada_Graubünden_admin,mail_strada@graubünden.ch,IT,Zürcherstrasse 80,7558
3182,Tschlin_Graubünden_admin,mail_tschlin@graubünden.ch,DE,Via Trevano 18,7559
3183,Martina_Graubünden_admin,mail_martina@graubünden.ch,IT,Morgartenstrasse 83,7560
3184,Samnaun-Compatsch_Graubünden_admin,mail_samnaun-compatsch@graubünden.ch,FR,Winkelriedstrasse 13,7562
3185,Samnaun_Dorf_Graubünden_admin,mail_samnaun_dorf@graubünden.ch,DE,Bärenplatz 92,7563
3186,Casaccia_Graubünden_admin,mail_casaccia@graubünden.ch,DE,Werdstrasse 79,7602
3187,Vicosoprano_Graubünden_admin,mail_vicosoprano@graubünden.ch,FR,Dufourstrasse 1,7603
3188,Borgonovo_Graubünden_admin,mail_borgonovo@graubünden.ch,FR,Piazza Riforma 48,7604
3189,Stampa_Graubünden_admin,mail_stampa@graubünden.ch,DE,Rue de l'hôpital 6,7605
3190,Promontogno_Graubünden_admin,mail_promontogno@graubünden.ch,FR,Bärenplatz 4,7606
3191,Castasegna_Graubünden_admin,mail_castasegna@graubünden.ch,IT,Morgartenstrasse 7,7608
3192,Soglio_Graubünden_admin,mail_soglio@graubünden.ch,DE,Poststrasse 98,7610
3193,Ospizio_Bernina_Graubünden_admin,mail_ospizio_bernina@graubünden.ch,DE,Dufourstrasse 31,7710
3194,Alp_Grüm_Graubünden_admin,mail_alp_grüm@graubünden.ch,DE,Poststrasse 73,7710
3195,S._Carlo (Poschiavo)_Graubünden_admin,mail_s._carlo (poschiavo)@graubünden.ch,IT,Marktplatz 73,7741
3196,Sfazù_Graubünden_admin,mail_sfazù@graubünden.ch,DE,Werdstrasse 61,7742
3197,La_Rösa_Graubünden_admin,mail_la_rösa@graubünden.ch,DE,Marktgasse 24,7742
3198,Poschiavo_Graubünden_admin,mail_poschiavo@graubünden.ch,DE,Industriestrasse 7,7742
3199,Miralago_Graubünden_admin,mail_miralago@graubünden.ch,DE,Marktplatz 42,7743
3200,Brusio_Graubünden_admin,mail_brusio@graubünden.ch,IT,Marktplatz 79,7743
3201,Campocologno_Graubünden_admin,mail_campocologno@graubünden.ch,FR,Piazza Riforma 58,7744
3202,Li_Curt_Graubünden_admin,mail_li_curt@graubünden.ch,FR,Bärenplatz 27,7745
3203,Le_Prese_Graubünden_admin,mail_le_prese@graubünden.ch,FR,Dufourstrasse 18,7746
3204,Viano_Graubünden_admin,mail_viano@graubünden.ch,DE,Dufourstrasse 49,7747
3205,Campascio_Graubünden_admin,mail_campascio@graubünden.ch,IT,Zürcherstrasse 48,7748
3206,Zürich_Zürich_admin,mail_zürich@zürich.ch,IT,Tellstrasse 91,8000
3207,Gockhausen_Zürich_admin,mail_gockhausen@zürich.ch,FR,Piazza Riforma 56,8044
3208,Oberengstringen_Zürich_admin,mail_oberengstringen@zürich.ch,IT,Zürcherstrasse 29,8102
3209,Unterengstringen_Zürich_admin,mail_unterengstringen@zürich.ch,DE,Industriestrasse 67,8103
3210,Weiningen_ZH_Zürich_admin,mail_weiningen_zh@zürich.ch,IT,Industriestrasse 99,8104
3211,Regensdorf_Zürich_admin,mail_regensdorf@zürich.ch,DE,Place de l'hôtel 5,8105
3212,Watt_Zürich_admin,mail_watt@zürich.ch,IT,Usterstrasse 87,8105
3213,Adlikon_b. Regensdorf_Zürich_admin,mail_adlikon_b. regensdorf@zürich.ch,IT,Werdstrasse 24,8106
3214,Buchs_ZH_Zürich_admin,mail_buchs_zh@zürich.ch,FR,Marktplatz 87,8107
3215,Dällikon_Zürich_admin,mail_dällikon@zürich.ch,FR,Dufourstrasse 71,8108
3216,Kloster_Fahr_Aargau_admin,mail_kloster_fahr@aargau.ch,DE,Rue du Château 8,8109
3217,Otelfingen_Zürich_admin,mail_otelfingen@zürich.ch,FR,Zürcherstrasse 28,8112
3218,Boppelsen_Zürich_admin,mail_boppelsen@zürich.ch,IT,Werdstrasse 3,8113
3219,Dänikon_ZH_Zürich_admin,mail_dänikon_zh@zürich.ch,IT,Werdstrasse 10,8114
3220,Hüttikon_Zürich_admin,mail_hüttikon@zürich.ch,FR,Bärenplatz 79,8115
3221,Fällanden_Zürich_admin,mail_fällanden@zürich.ch,IT,Marktplatz 21,8117
3222,Pfaffhausen_Zürich_admin,mail_pfaffhausen@zürich.ch,FR,Industriestrasse 6,8118
3223,Benglen_Zürich_admin,mail_benglen@zürich.ch,IT,Marktplatz 8,8121
3224,Binz_Zürich_admin,mail_binz@zürich.ch,IT,Usterstrasse 94,8122
3225,Ebmatingen_Zürich_admin,mail_ebmatingen@zürich.ch,DE,Usterstrasse 28,8123
3226,Maur_Zürich_admin,mail_maur@zürich.ch,FR,Piazza Riforma 76,8124
3227,Zollikerberg_Zürich_admin,mail_zollikerberg@zürich.ch,FR,Bahnhofstrasse 33,8125
3228,Zumikon_Zürich_admin,mail_zumikon@zürich.ch,IT,Place de l'hôtel 91,8126
3229,Forch_Zürich_admin,mail_forch@zürich.ch,DE,Dufourstrasse 70,8127
3230,Hinteregg_Zürich_admin,mail_hinteregg@zürich.ch,DE,Place de l'hôtel 43,8132
3231,Egg_b. Zürich_Zürich_admin,mail_egg_b. zürich@zürich.ch,IT,Marktgasse 19,8132
3232,Esslingen_Zürich_admin,mail_esslingen@zürich.ch,IT,Hirschengraben 66,8133
3233,Adliswil_Zürich_admin,mail_adliswil@zürich.ch,DE,Werdstrasse 73,8134
3234,Sihlbrugg_Station_Zürich_admin,mail_sihlbrugg_station@zürich.ch,IT,Werdstrasse 41,8135
3235,Sihlwald_Zürich_admin,mail_sihlwald@zürich.ch,DE,Morgartenstrasse 87,8135
3236,Langnau_am Albis_Zürich_admin,mail_langnau_am albis@zürich.ch,DE,Tellstrasse 13,8135
3237,Gattikon_Zürich_admin,mail_gattikon@zürich.ch,FR,Place de l'hôtel 15,8136
3238,Uitikon_Waldegg_Zürich_admin,mail_uitikon_waldegg@zürich.ch,FR,Via Trevano 22,8142
3239,Uetliberg_Zürich_admin,mail_uetliberg@zürich.ch,IT,Piazza Riforma 21,8143
3240,Stallikon_Zürich_admin,mail_stallikon@zürich.ch,FR,Hirschengraben 68,8143
3241,Glattpark_(Opfikon)_Zürich_admin,mail_glattpark_(opfikon)@zürich.ch,FR,Poststrasse 85,8152
3242,Glattbrugg_Zürich_admin,mail_glattbrugg@zürich.ch,FR,Piazza Riforma 71,8152
3243,Opfikon_Zürich_admin,mail_opfikon@zürich.ch,FR,Werdstrasse 55,8152
3244,Rümlang_Zürich_admin,mail_rümlang@zürich.ch,DE,Place de l'hôtel 80,8153
3245,Oberglatt_ZH_Zürich_admin,mail_oberglatt_zh@zürich.ch,DE,Piazza Riforma 62,8154
3246,Niederhasli_Zürich_admin,mail_niederhasli@zürich.ch,IT,Via Trevano 58,8155
3247,Oberhasli_Zürich_admin,mail_oberhasli@zürich.ch,DE,Morgartenstrasse 69,8156
3248,Dielsdorf_Zürich_admin,mail_dielsdorf@zürich.ch,IT,Rue de la Croix-Rouge 30,8157
3249,Regensberg_Zürich_admin,mail_regensberg@zürich.ch,IT,Hirschengraben 39,8158
3250,Steinmaur_Zürich_admin,mail_steinmaur@zürich.ch,FR,Rue du Château 94,8162
3251,Bachs_Zürich_admin,mail_bachs@zürich.ch,DE,Poststrasse 15,8164
3252,Oberweningen_Zürich_admin,mail_oberweningen@zürich.ch,DE,Place de l'hôtel 62,8165
3253,Schleinikon_Zürich_admin,mail_schleinikon@zürich.ch,DE,Bahnhofstrasse 40,8165
3254,Schöfflisdorf_Zürich_admin,mail_schöfflisdorf@zürich.ch,FR,Bahnhofstrasse 71,8165
3255,Niederweningen_Zürich_admin,mail_niederweningen@zürich.ch,IT,Via Trevano 38,8166
3256,Niederglatt_ZH_Zürich_admin,mail_niederglatt_zh@zürich.ch,IT,Werdstrasse 23,8172
3257,Neerach_Zürich_admin,mail_neerach@zürich.ch,IT,Zürcherstrasse 72,8173
3258,Stadel_b. Niederglatt_Zürich_admin,mail_stadel_b. niederglatt@zürich.ch,DE,Rue de l'hôpital 74,8174
3259,Windlach_Zürich_admin,mail_windlach@zürich.ch,IT,Usterstrasse 84,8175
3260,Bülach_Zürich_admin,mail_bülach@zürich.ch,FR,Morgartenstrasse 57,8180
3261,Höri_Zürich_admin,mail_höri@zürich.ch,FR,Morgartenstrasse 42,8181
3262,Hochfelden_Zürich_admin,mail_hochfelden@zürich.ch,IT,Zürcherstrasse 55,8182
3263,Bachenbülach_Zürich_admin,mail_bachenbülach@zürich.ch,IT,Tellstrasse 82,8184
3264,Winkel_Zürich_admin,mail_winkel@zürich.ch,FR,Rue de l'hôpital 19,8185
3265,Weiach_Zürich_admin,mail_weiach@zürich.ch,FR,Zürcherstrasse 73,8187
3266,Zweidlen_Zürich_admin,mail_zweidlen@zürich.ch,DE,Morgartenstrasse 51,8192
3267,Glattfelden_Zürich_admin,mail_glattfelden@zürich.ch,FR,Morgartenstrasse 93,8192
3268,Eglisau_Zürich_admin,mail_eglisau@zürich.ch,IT,Piazza Riforma 47,8193
3269,Hüntwangen_Zürich_admin,mail_hüntwangen@zürich.ch,IT,Dufourstrasse 92,8194
3270,Wasterkingen_Zürich_admin,mail_wasterkingen@zürich.ch,FR,Via Trevano 32,8195
3271,Wil_ZH_Zürich_admin,mail_wil_zh@zürich.ch,IT,Werdstrasse 53,8196
3272,Rafz_Zürich_admin,mail_rafz@zürich.ch,IT,Morgartenstrasse 88,8197
3273,Schaffhausen_Schaffhausen_admin,mail_schaffhausen@schaffhausen.ch,FR,Hirschengraben 29,8200
3274,Neuhausen_am Rheinfall_Schaffhausen_admin,mail_neuhausen_am rheinfall@schaffhausen.ch,IT,Dufourstrasse 23,8212
3275,Nohl_Zürich_admin,mail_nohl@zürich.ch,IT,Via Trevano 23,8212
3276,Neunkirch_Schaffhausen_admin,mail_neunkirch@schaffhausen.ch,DE,Piazza Riforma 40,8213
3277,Gächlingen_Schaffhausen_admin,mail_gächlingen@schaffhausen.ch,IT,Rue du Château 5,8214
3278,Hallau_Schaffhausen_admin,mail_hallau@schaffhausen.ch,IT,Poststrasse 12,8215
3279,Oberhallau_Schaffhausen_admin,mail_oberhallau@schaffhausen.ch,FR,Werdstrasse 81,8216
3280,Wilchingen_Schaffhausen_admin,mail_wilchingen@schaffhausen.ch,IT,Bärenplatz 98,8217
3281,Osterfingen_Schaffhausen_admin,mail_osterfingen@schaffhausen.ch,IT,Piazza Riforma 96,8218
3282,Trasadingen_Schaffhausen_admin,mail_trasadingen@schaffhausen.ch,DE,Rue de l'hôpital 3,8219
3283,Beringen_Schaffhausen_admin,mail_beringen@schaffhausen.ch,DE,Industriestrasse 51,8222
3284,Guntmadingen_Schaffhausen_admin,mail_guntmadingen@schaffhausen.ch,FR,Zürcherstrasse 85,8223
3285,Löhningen_Schaffhausen_admin,mail_löhningen@schaffhausen.ch,FR,Rue de l'hôpital 88,8224
3286,Siblingen_Schaffhausen_admin,mail_siblingen@schaffhausen.ch,FR,Usterstrasse 2,8225
3287,Schleitheim_Schaffhausen_admin,mail_schleitheim@schaffhausen.ch,DE,Poststrasse 94,8226
3288,Beggingen_Schaffhausen_admin,mail_beggingen@schaffhausen.ch,DE,Piazza Riforma 30,8228
3289,Hemmental_Schaffhausen_admin,mail_hemmental@schaffhausen.ch,IT,Usterstrasse 31,8231
3290,Merishausen_Schaffhausen_admin,mail_merishausen@schaffhausen.ch,DE,Marktgasse 20,8232
3291,Bargen_SH_Schaffhausen_admin,mail_bargen_sh@schaffhausen.ch,IT,Morgartenstrasse 76,8233
3292,Stetten_SH_Schaffhausen_admin,mail_stetten_sh@schaffhausen.ch,DE,Winkelriedstrasse 59,8234
3293,Lohn_SH_Schaffhausen_admin,mail_lohn_sh@schaffhausen.ch,IT,Via Trevano 85,8235
3294,Opfertshofen_SH_Schaffhausen_admin,mail_opfertshofen_sh@schaffhausen.ch,DE,Werdstrasse 33,8236
3295,Büttenhardt_Schaffhausen_admin,mail_büttenhardt@schaffhausen.ch,DE,Dufourstrasse 92,8236
3296,Büsingen_Büsingen_admin,mail_büsingen@büsingen.ch,FR,Rue de l'hôpital 78,8238
3297,Dörflingen_Schaffhausen_admin,mail_dörflingen@schaffhausen.ch,IT,Place de l'hôtel 61,8239
3298,Thayngen_Schaffhausen_admin,mail_thayngen@schaffhausen.ch,FR,Usterstrasse 47,8240
3299,Barzheim_Schaffhausen_admin,mail_barzheim@schaffhausen.ch,FR,Zürcherstrasse 7,8241
3300,Hofen_SH_Schaffhausen_admin,mail_hofen_sh@schaffhausen.ch,DE,Bärenplatz 98,8242
3301,Bibern_SH_Schaffhausen_admin,mail_bibern_sh@schaffhausen.ch,IT,Dufourstrasse 83,8242
3302,Altdorf_SH_Schaffhausen_admin,mail_altdorf_sh@schaffhausen.ch,IT,Tellstrasse 61,8243
3303,Feuerthalen_Zürich_admin,mail_feuerthalen@zürich.ch,IT,Werdstrasse 3,8245
3304,Langwiesen_Zürich_admin,mail_langwiesen@zürich.ch,IT,Winkelriedstrasse 100,8246
3305,Flurlingen_Zürich_admin,mail_flurlingen@zürich.ch,IT,Tellstrasse 84,8247
3306,Uhwiesen_Zürich_admin,mail_uhwiesen@zürich.ch,DE,Dufourstrasse 95,8248
3307,Schlatt_TG_Thurgau_admin,mail_schlatt_tg@thurgau.ch,DE,Bärenplatz 74,8252
3308,Willisdorf_Thurgau_admin,mail_willisdorf@thurgau.ch,IT,Rue de la Croix-Rouge 1,8253
3309,Diessenhofen_Thurgau_admin,mail_diessenhofen@thurgau.ch,IT,Rue de la Croix-Rouge 19,8253
3310,Basadingen_Thurgau_admin,mail_basadingen@thurgau.ch,FR,Winkelriedstrasse 7,8254
3311,Schlattingen_Thurgau_admin,mail_schlattingen@thurgau.ch,IT,Rue du Château 8,8255
3312,Kaltenbach_Thurgau_admin,mail_kaltenbach@thurgau.ch,IT,Via Trevano 83,8259
3313,Etzwilen_Thurgau_admin,mail_etzwilen@thurgau.ch,IT,Hirschengraben 100,8259
3314,Wagenhausen_Thurgau_admin,mail_wagenhausen@thurgau.ch,DE,Bahnhofstrasse 81,8259
3315,Rheinklingen_Thurgau_admin,mail_rheinklingen@thurgau.ch,IT,Industriestrasse 45,8259
3316,Stein_am Rhein_Schaffhausen_admin,mail_stein_am rhein@schaffhausen.ch,IT,Via Trevano 14,8260
3317,Hemishofen_Schaffhausen_admin,mail_hemishofen@schaffhausen.ch,IT,Rue de l'hôpital 23,8261
3318,Ramsen_Schaffhausen_admin,mail_ramsen@schaffhausen.ch,IT,Usterstrasse 22,8262
3319,Buch_SH_Schaffhausen_admin,mail_buch_sh@schaffhausen.ch,FR,Tellstrasse 4,8263
3320,Eschenz_Thurgau_admin,mail_eschenz@thurgau.ch,DE,Dufourstrasse 19,8264
3321,Mammern_Thurgau_admin,mail_mammern@thurgau.ch,FR,Morgartenstrasse 3,8265
3322,Steckborn_Thurgau_admin,mail_steckborn@thurgau.ch,IT,Rue de l'hôpital 80,8266
3323,Berlingen_Thurgau_admin,mail_berlingen@thurgau.ch,IT,Rue de l'hôpital 6,8267
3324,Salenstein_Thurgau_admin,mail_salenstein@thurgau.ch,DE,Zürcherstrasse 52,8268
3325,Mannenbach-Salenstein_Thurgau_admin,mail_mannenbach-salenstein@thurgau.ch,FR,Marktgasse 71,8268
3326,Fruthwilen_Thurgau_admin,mail_fruthwilen@thurgau.ch,FR,Usterstrasse 7,8269
3327,Ermatingen_Thurgau_admin,mail_ermatingen@thurgau.ch,FR,Dufourstrasse 75,8272
3328,Triboltingen_Thurgau_admin,mail_triboltingen@thurgau.ch,DE,Hirschengraben 17,8273
3329,Gottlieben_Thurgau_admin,mail_gottlieben@thurgau.ch,IT,Via Trevano 8,8274
3330,Tägerwilen_Thurgau_admin,mail_tägerwilen@thurgau.ch,IT,Bärenplatz 97,8274
3331,Kreuzlingen_Thurgau_admin,mail_kreuzlingen@thurgau.ch,FR,Werdstrasse 81,8280
3332,Kloten_Zürich_admin,mail_kloten@zürich.ch,FR,Zürcherstrasse 82,8302
3333,Bassersdorf_Zürich_admin,mail_bassersdorf@zürich.ch,FR,Marktgasse 76,8303
3334,Wallisellen_Zürich_admin,mail_wallisellen@zürich.ch,IT,Winkelriedstrasse 74,8304
3335,Dietlikon_Zürich_admin,mail_dietlikon@zürich.ch,DE,Usterstrasse 8,8305
3336,Brüttisellen_Zürich_admin,mail_brüttisellen@zürich.ch,FR,Rue du Château 75,8306
3337,Ottikon_b. Kemptthal_Zürich_admin,mail_ottikon_b. kemptthal@zürich.ch,IT,Rue de la Croix-Rouge 72,8307
3338,Effretikon_Zürich_admin,mail_effretikon@zürich.ch,DE,Zürcherstrasse 80,8307
3339,Agasul_Zürich_admin,mail_agasul@zürich.ch,FR,Marktgasse 21,8308
3340,Illnau_Zürich_admin,mail_illnau@zürich.ch,FR,Rue de la Croix-Rouge 58,8308
3341,Nürensdorf_Zürich_admin,mail_nürensdorf@zürich.ch,DE,Via Trevano 24,8309
3342,Kemptthal_Zürich_admin,mail_kemptthal@zürich.ch,FR,Via Trevano 6,8310
3343,Grafstal_Zürich_admin,mail_grafstal@zürich.ch,DE,Rue de la Croix-Rouge 1,8310
3344,Brütten_Zürich_admin,mail_brütten@zürich.ch,IT,Poststrasse 48,8311
3345,Winterberg_ZH_Zürich_admin,mail_winterberg_zh@zürich.ch,IT,Place de l'hôtel 84,8312
3346,Kyburg_Zürich_admin,mail_kyburg@zürich.ch,IT,Usterstrasse 16,8314
3347,Lindau_Zürich_admin,mail_lindau@zürich.ch,DE,Rue de l'hôpital 38,8315
3348,Tagelswangen_Zürich_admin,mail_tagelswangen@zürich.ch,FR,Rue du Château 13,8317
3349,Fehraltorf_Zürich_admin,mail_fehraltorf@zürich.ch,IT,Hirschengraben 77,8320
3350,Madetswil_Zürich_admin,mail_madetswil@zürich.ch,DE,Morgartenstrasse 52,8322
3351,Hermatswil_Zürich_admin,mail_hermatswil@zürich.ch,FR,Marktplatz 53,8330
3352,Pfäffikon_ZH_Zürich_admin,mail_pfäffikon_zh@zürich.ch,FR,Usterstrasse 31,8330
3353,Auslikon_Zürich_admin,mail_auslikon@zürich.ch,DE,Rue de la Croix-Rouge 30,8331
3354,Russikon_Zürich_admin,mail_russikon@zürich.ch,IT,Morgartenstrasse 100,8332
3355,Hittnau_Zürich_admin,mail_hittnau@zürich.ch,FR,Poststrasse 95,8335
3356,Hinwil_Zürich_admin,mail_hinwil@zürich.ch,IT,Werdstrasse 90,8340
3357,Wernetshausen_Zürich_admin,mail_wernetshausen@zürich.ch,FR,Zürcherstrasse 5,8342
3358,Bäretswil_Zürich_admin,mail_bäretswil@zürich.ch,FR,Marktplatz 20,8344
3359,Adetswil_Zürich_admin,mail_adetswil@zürich.ch,IT,Werdstrasse 92,8345
3360,Ricketwil_(Winterthur)_Zürich_admin,mail_ricketwil_(winterthur)@zürich.ch,IT,Winkelriedstrasse 9,8352
3361,Elsau_Zürich_admin,mail_elsau@zürich.ch,DE,Zürcherstrasse 93,8352
3362,Elgg_Zürich_admin,mail_elgg@zürich.ch,DE,Via Trevano 93,8353
3363,Hofstetten_ZH_Zürich_admin,mail_hofstetten_zh@zürich.ch,FR,Place de l'hôtel 11,8354
3364,Aadorf_Thurgau_admin,mail_aadorf@thurgau.ch,IT,Place de l'hôtel 77,8355
3365,Ettenhausen_TG_Thurgau_admin,mail_ettenhausen_tg@thurgau.ch,FR,Piazza Riforma 76,8356
3366,Guntershausen_b. Aadorf_Thurgau_admin,mail_guntershausen_b. aadorf@thurgau.ch,DE,Winkelriedstrasse 69,8357
3367,Wallenwil_Thurgau_admin,mail_wallenwil@thurgau.ch,DE,Rue de la Croix-Rouge 46,8360
3368,Eschlikon_TG_Thurgau_admin,mail_eschlikon_tg@thurgau.ch,IT,Usterstrasse 80,8360
3369,Balterswil_Thurgau_admin,mail_balterswil@thurgau.ch,IT,Zürcherstrasse 76,8362
3370,Bichelsee_Thurgau_admin,mail_bichelsee@thurgau.ch,DE,Rue du Château 77,8363
3371,Busswil_TG_Thurgau_admin,mail_busswil_tg@thurgau.ch,FR,Marktgasse 98,8370
3372,Sirnach_Thurgau_admin,mail_sirnach@thurgau.ch,DE,Rue de la Croix-Rouge 23,8370
3373,Wiezikon_b. Sirnach_Thurgau_admin,mail_wiezikon_b. sirnach@thurgau.ch,DE,Morgartenstrasse 40,8372
3374,Oberwangen_TG_Thurgau_admin,mail_oberwangen_tg@thurgau.ch,IT,Dufourstrasse 9,8374
3375,Dussnang_Thurgau_admin,mail_dussnang@thurgau.ch,DE,Dufourstrasse 25,8374
3376,Fischingen_Thurgau_admin,mail_fischingen@thurgau.ch,IT,Rue du Château 87,8376
3377,Au_TG_Thurgau_admin,mail_au_tg@thurgau.ch,FR,Tellstrasse 88,8376
3378,Winterthur_Zürich_admin,mail_winterthur@zürich.ch,FR,Rue de la Croix-Rouge 10,8400
3379,Reutlingen_(Winterthur)_Zürich_admin,mail_reutlingen_(winterthur)@zürich.ch,FR,Bärenplatz 44,8404
3380,Stadel_(Winterthur)_Zürich_admin,mail_stadel_(winterthur)@zürich.ch,FR,Bärenplatz 7,8404
3381,Aesch_(Neftenbach)_Zürich_admin,mail_aesch_(neftenbach)@zürich.ch,DE,Usterstrasse 77,8412
3382,Riet_(Neftenbach)_Zürich_admin,mail_riet_(neftenbach)@zürich.ch,IT,Bahnhofstrasse 52,8412
3383,Hünikon_(Neftenbach)_Zürich_admin,mail_hünikon_(neftenbach)@zürich.ch,DE,Via Trevano 64,8412
3384,Neftenbach_Zürich_admin,mail_neftenbach@zürich.ch,FR,Tellstrasse 76,8413
3385,Buch_am Irchel_Zürich_admin,mail_buch_am irchel@zürich.ch,DE,Bahnhofstrasse 54,8414
3386,Berg_am Irchel_Zürich_admin,mail_berg_am irchel@zürich.ch,FR,Marktgasse 45,8415
3387,Gräslikon_Zürich_admin,mail_gräslikon@zürich.ch,FR,Rue de l'hôpital 61,8415
3388,Flaach_Zürich_admin,mail_flaach@zürich.ch,DE,Werdstrasse 88,8416
3389,Schlatt_b. Winterthur_Zürich_admin,mail_schlatt_b. winterthur@zürich.ch,FR,Werdstrasse 97,8418
3390,Dättlikon_Zürich_admin,mail_dättlikon@zürich.ch,DE,Usterstrasse 5,8421
3391,Pfungen_Zürich_admin,mail_pfungen@zürich.ch,FR,Usterstrasse 29,8422
3392,Embrach_Zürich_admin,mail_embrach@zürich.ch,FR,Rue du Château 21,8424
3393,Oberembrach_Zürich_admin,mail_oberembrach@zürich.ch,FR,Poststrasse 29,8425
3394,Lufingen_Zürich_admin,mail_lufingen@zürich.ch,IT,Industriestrasse 56,8426
3395,Freienstein_Zürich_admin,mail_freienstein@zürich.ch,FR,Piazza Riforma 60,8427
3396,Rorbas_Zürich_admin,mail_rorbas@zürich.ch,DE,Winkelriedstrasse 72,8427
3397,Teufen_ZH_Zürich_admin,mail_teufen_zh@zürich.ch,FR,Zürcherstrasse 95,8428
3398,Hettlingen_Zürich_admin,mail_hettlingen@zürich.ch,FR,Usterstrasse 73,8442
3399,Henggart_Zürich_admin,mail_henggart@zürich.ch,IT,Piazza Riforma 75,8444
3400,Dachsen_Zürich_admin,mail_dachsen@zürich.ch,FR,Marktgasse 40,8447
3401,Andelfingen_Zürich_admin,mail_andelfingen@zürich.ch,DE,Usterstrasse 70,8450
3402,Kleinandelfingen_Zürich_admin,mail_kleinandelfingen@zürich.ch,DE,Via Trevano 30,8451
3403,Adlikon_b. Andelfingen_Zürich_admin,mail_adlikon_b. andelfingen@zürich.ch,FR,Rue du Château 89,8452
3404,Alten_Zürich_admin,mail_alten@zürich.ch,FR,Via Trevano 44,8453
3405,Buchberg_Schaffhausen_admin,mail_buchberg@schaffhausen.ch,DE,Piazza Riforma 85,8454
3406,Rüdlingen_Schaffhausen_admin,mail_rüdlingen@schaffhausen.ch,IT,Rue du Château 61,8455
3407,Humlikon_Zürich_admin,mail_humlikon@zürich.ch,IT,Marktplatz 92,8457
3408,Dorf_Zürich_admin,mail_dorf@zürich.ch,FR,Bärenplatz 87,8458
3409,Volken_Zürich_admin,mail_volken@zürich.ch,IT,Place de l'hôtel 59,8459
3410,Marthalen_Zürich_admin,mail_marthalen@zürich.ch,IT,Winkelriedstrasse 71,8460
3411,Oerlingen_Zürich_admin,mail_oerlingen@zürich.ch,IT,Winkelriedstrasse 80,8461
